taxpayer_id,taxpayer_name,sector,region,annual_revenue_usd,late_filings_last_12m,fiscal_device_uptime_pct,vat_to_sales_ratio,outstanding_debt_zig,previous_audit_violations,prediction_score
ZIM-TEST-304663,Blessing Ncube,Retail,Manicaland,38220.54,1,84.61,0.1156,6034.4,0,0.0
ZIM-TEST-304664,Sekai Chigumba,Mining,Mash West,167025.09,0,84.21,0.1272,8029.44,1,0.0
ZIM-TEST-304665,Munyaradzi Mutasa,Tourism,Midlands,35208.69,3,99.5,0.1119,9048.36,1,0.0
ZIM-TEST-304666,Nomsa Musoni,Retail,Midlands,51067.75,0,74.45,0.1219,1804.17,0,0.0
ZIM-TEST-304667,Nomsa Chirau,Retail,Manicaland,81908.99,2,91.05,0.1037,7496.28,0,0.0
ZIM-TEST-304668,Blessing Ncube,Agriculture,Manicaland,61549.97,0,99.06,0.124,1353.79,0,0.0
ZIM-TEST-304669,Chipo Mutasa,Mining,Manicaland,90659.09,0,85.52,0.1201,10371.19,1,0.0
ZIM-TEST-304670,Takudzwa Chigumba,Tourism,Mash West,134138.86,1,86.79,0.1135,8869.32,1,0.0
ZIM-TEST-304671,Kumbirai Marange,Retail,Mash West,142466.75,0,79.38,0.1075,6806.29,0,0.0
ZIM-TEST-304672,Blessing Gumbo,Retail,Bulawayo,41600.49,2,87.11,0.1362,16282.88,0,0.0
ZIM-TEST-304673,Thandiwe Zhou,Manufacturing,Manicaland,74661.86,1,76.93,0.106,388.31,2,0.0
ZIM-TEST-304674,Farai Dube,Tourism,Harare,235223.89,1,95.19,0.1134,2601.05,0,0.0
ZIM-TEST-304675,Sekai Musoni,Manufacturing,Harare,304358.41,1,76.94,0.1385,9477.65,1,0.0
ZIM-TEST-304676,Tatenda Musoni,Agriculture,Masvingo,67548.55,1,92.28,0.1527,25488.95,1,0.0
ZIM-TEST-304677,Munyaradzi Musoni,Mining,Midlands,78342.54,0,94.24,0.142,1101.04,0,0.0
ZIM-TEST-304678,Takudzwa Mpofu,Agriculture,Mash West,86494.93,0,88.95,0.1539,10498.68,0,0.0
ZIM-TEST-304679,Blessing Ndlovu,Retail,Manicaland,81510.78,2,71.88,0.1346,15670.69,0,0.0
ZIM-TEST-304680,Ruvimbo Gara,Mining,Masvingo,75881.65,0,81.91,0.1224,8088.5,1,0.0
ZIM-TEST-304681,Chipo Ndlovu,Manufacturing,Manicaland,116067.99,2,76.43,0.1249,7341.69,0,0.0
ZIM-TEST-304682,Tendai Mpofu,Services,Masvingo,66664.47,0,75.33,0.1561,13315.55,0,0.0
ZIM-TEST-304683,Tinashe Moyo,Manufacturing,Manicaland,267508.49,1,94.25,0.1482,8444.14,0,0.0
ZIM-TEST-304684,Tinashe Chigumba,Agriculture,Manicaland,329172.15,2,89.93,0.1234,13521.34,1,1.0
ZIM-TEST-304685,Nomsa Mpofu,Tourism,Masvingo,28100.41,4,92.78,0.1081,15501.2,1,3.0
ZIM-TEST-304686,Nyasha Dube,Retail,Bulawayo,10718.57,2,87.84,0.1394,6971.3,3,0.0
ZIM-TEST-304687,Sekai Gumbo,Manufacturing,Mash West,72518.0,1,95.56,0.1509,7807.31,0,0.0
ZIM-TEST-304688,Tinashe Mutasa,Agriculture,Bulawayo,84724.46,0,85.41,0.1584,29606.22,2,0.0
ZIM-TEST-304689,Farai Dube,Manufacturing,Manicaland,283197.04,2,78.75,0.1107,3854.33,2,0.0
ZIM-TEST-304690,Chipo Ndlovu,Services,Masvingo,205804.09,0,70.12,0.1047,507.52,0,2.0
ZIM-TEST-304691,Tatenda Ncube,Mining,Masvingo,170450.89,3,97.13,0.1223,2478.56,0,0.0
ZIM-TEST-304692,Tendai Chigumba,Services,Midlands,46558.57,3,75.33,0.1465,17695.62,0,1.0
ZIM-TEST-304693,Tatenda Zhou,Retail,Bulawayo,250203.98,2,93.5,0.1284,14716.72,0,0.0
ZIM-TEST-304694,Chipo Gumbo,Manufacturing,Masvingo,30685.4,1,96.38,0.1538,3638.83,0,0.0
ZIM-TEST-304695,Thandiwe Sibanda,Agriculture,Harare,46250.43,1,70.48,0.1087,9526.32,0,2.0
ZIM-TEST-304696,Nyasha Sibanda,Services,Manicaland,40422.0,1,92.11,0.1241,8447.28,0,0.0
ZIM-TEST-304697,Nyasha Dube,Agriculture,Masvingo,93270.77,2,71.33,0.1531,9501.46,0,0.0
ZIM-TEST-304698,Kumbirai Sibanda,Manufacturing,Midlands,113563.16,1,84.11,0.1185,2445.44,0,0.0
ZIM-TEST-304699,Sekai Mpofu,Retail,Manicaland,190912.9,0,84.0,0.1407,19487.77,0,0.0
ZIM-TEST-304700,Ruvimbo Mpofu,Services,Harare,228796.18,2,88.81,0.1495,839.58,0,0.0
ZIM-TEST-304701,Farai Mpofu,Tourism,Manicaland,28878.36,1,78.53,0.1495,10537.4,0,0.0
ZIM-TEST-304702,Ruvimbo Moyo,Manufacturing,Midlands,141653.72,0,86.65,0.1027,4211.45,1,0.0
ZIM-TEST-304703,Takudzwa Ndlovu,Retail,Harare,114391.07,0,72.58,0.1092,16381.86,0,1.0
ZIM-TEST-304704,Kumbirai Chigumba,Mining,Masvingo,226996.99,3,98.35,0.1147,9325.98,1,0.0
ZIM-TEST-304705,Shingai Moyo,Manufacturing,Harare,53802.65,0,92.02,0.1275,425.61,0,0.0
ZIM-TEST-304706,Takudzwa Sibanda,Mining,Masvingo,161737.79,0,96.52,0.1347,11104.95,3,0.0
ZIM-TEST-304707,Shingai Gumbo,Manufacturing,Mash West,66321.3,1,72.36,0.1214,5519.19,0,0.0
ZIM-TEST-304708,Munyaradzi Mapfumo,Tourism,Mash West,70317.78,1,89.24,0.1414,10117.58,0,0.0
ZIM-TEST-304709,Kumbirai Zhou,Tourism,Mash West,54814.43,2,75.93,0.1408,6867.63,0,0.0
ZIM-TEST-304710,Kumbirai Ndlovu,Tourism,Mash West,132169.83,3,91.5,0.1197,8974.66,1,0.0
ZIM-TEST-304711,Takudzwa Gara,Tourism,Masvingo,164996.74,2,93.18,0.1006,8048.86,0,0.0
ZIM-TEST-304712,Munyaradzi Zhou,Tourism,Masvingo,107483.76,1,94.32,0.1221,10738.5,0,0.0
ZIM-TEST-304713,Blessing Mpofu,Services,Midlands,71654.43,4,82.06,0.1572,1306.77,1,3.0
ZIM-TEST-304714,Tendai Zhou,Retail,Masvingo,61677.24,5,97.56,0.1563,7575.06,0,4.0
ZIM-TEST-304715,Takudzwa Ncube,Agriculture,Harare,98789.94,1,94.6,0.157,827.88,2,0.0
ZIM-TEST-304716,Takudzwa Mpofu,Services,Manicaland,47961.9,0,93.38,0.1049,6152.18,0,0.0
ZIM-TEST-304717,Kumbirai Chirau,Agriculture,Manicaland,45159.36,3,85.54,0.1491,1059.44,0,0.0
ZIM-TEST-304718,Shingai Chirau,Manufacturing,Midlands,22496.82,0,76.59,0.1126,5388.59,1,0.0
ZIM-TEST-304719,Shingai Ndlovu,Manufacturing,Harare,274542.26,2,75.37,0.1035,25346.6,0,0.0
ZIM-TEST-304720,Farai Musoni,Manufacturing,Mash West,46933.41,1,84.09,0.1407,7638.69,0,0.0
ZIM-TEST-304721,Thandiwe Mutasa,Mining,Bulawayo,61068.4,1,85.34,0.1485,18969.33,2,0.0
ZIM-TEST-304722,Kumbirai Ndlovu,Mining,Bulawayo,22449.33,1,81.37,0.1097,1164.1,0,0.0
ZIM-TEST-304723,Farai Zhou,Services,Midlands,165342.65,1,83.64,0.153,4425.83,0,0.0
ZIM-TEST-304724,Kumbirai Ndlovu,Agriculture,Manicaland,146249.72,3,75.48,0.118,13480.45,0,0.0
ZIM-TEST-304725,Kumbirai Zhou,Manufacturing,Harare,101507.68,1,86.2,0.1014,777.28,2,0.0
ZIM-TEST-304726,Thandiwe Gara,Manufacturing,Masvingo,53146.8,1,89.79,0.1304,14615.68,0,0.0
ZIM-TEST-304727,Ruvimbo Dube,Services,Bulawayo,261069.48,1,99.16,0.11,9672.1,0,0.0
ZIM-TEST-304728,Tatenda Gumbo,Agriculture,Masvingo,89388.65,1,71.03,0.1455,111.02,0,3.0
ZIM-TEST-304729,Tendai Chirau,Manufacturing,Midlands,277694.09,5,94.11,0.1392,4775.97,1,7.0
ZIM-TEST-304730,Nyasha Musoni,Mining,Midlands,33207.21,3,79.16,0.1097,8851.3,0,0.0
ZIM-TEST-304731,Takudzwa Dube,Manufacturing,Mash West,113819.18,2,86.96,0.1122,4826.97,0,0.0
ZIM-TEST-304732,Sekai Chigumba,Retail,Masvingo,128446.61,0,83.86,0.1103,34717.5,0,0.0
ZIM-TEST-304733,Shingai Mapfumo,Mining,Midlands,90347.07,2,87.69,0.1407,6097.1,0,0.0
ZIM-TEST-304734,Munyaradzi Marange,Retail,Masvingo,11827.0,2,76.41,0.106,3376.44,0,0.0
ZIM-TEST-304735,Nyasha Dube,Tourism,Mash West,74776.84,4,71.63,0.1495,642.54,0,91.0
ZIM-TEST-304736,Shingai Mapfumo,Mining,Mash West,148250.31,0,81.25,0.1171,5027.17,1,0.0
ZIM-TEST-304737,Sekai Zhou,Tourism,Midlands,80951.8,1,75.74,0.1239,6440.48,0,0.0
ZIM-TEST-304738,Nyasha Dube,Manufacturing,Harare,21128.38,1,96.8,0.1388,33720.4,0,0.0
ZIM-TEST-304739,Nomsa Gumbo,Agriculture,Mash West,17614.61,1,82.96,0.1046,883.07,0,0.0
ZIM-TEST-304740,Tinashe Mutasa,Manufacturing,Midlands,207449.03,0,88.19,0.1557,11159.72,0,0.0
ZIM-TEST-304741,Chipo Ndlovu,Tourism,Harare,214667.92,1,79.49,0.1487,4630.49,0,0.0
ZIM-TEST-304742,Takudzwa Moyo,Mining,Masvingo,115059.19,0,93.55,0.1412,7143.95,0,0.0
ZIM-TEST-304743,Shingai Mpofu,Retail,Bulawayo,139061.53,1,71.05,0.1579,5022.57,0,0.0
ZIM-TEST-304744,Farai Gara,Agriculture,Manicaland,89802.96,2,79.53,0.1137,4049.62,0,0.0
ZIM-TEST-304745,Chipo Musoni,Tourism,Manicaland,210017.49,1,87.99,0.121,11017.38,2,0.0
ZIM-TEST-304746,Nomsa Musoni,Services,Masvingo,17432.93,1,77.59,0.1204,18197.52,0,0.0
ZIM-TEST-304747,Nyasha Mapfumo,Services,Bulawayo,30959.39,0,87.13,0.1046,20909.92,0,0.0
ZIM-TEST-304748,Kumbirai Sibanda,Manufacturing,Bulawayo,132958.38,2,73.38,0.1075,5937.49,0,0.0
ZIM-TEST-304749,Nomsa Moyo,Agriculture,Manicaland,37361.85,2,81.05,0.1331,8427.74,1,0.0
ZIM-TEST-304750,Tinashe Sibanda,Tourism,Midlands,66376.75,1,92.2,0.1386,7814.18,0,0.0
ZIM-TEST-304751,Nomsa Mpofu,Services,Masvingo,126404.48,2,71.41,0.1468,3586.17,1,1.0
ZIM-TEST-304752,Nomsa Sibanda,Agriculture,Manicaland,107509.01,2,83.56,0.1211,5868.66,0,0.0
ZIM-TEST-304753,Shingai Gumbo,Agriculture,Mash West,223754.52,1,96.7,0.1476,12651.15,1,0.0
ZIM-TEST-304754,Tendai Chirau,Tourism,Manicaland,32119.82,1,79.92,0.1277,1824.1,0,0.0
ZIM-TEST-304755,Farai Ncube,Tourism,Harare,99071.65,2,79.06,0.1275,11038.96,0,0.0
ZIM-TEST-304756,Blessing Gumbo,Retail,Harare,72965.64,1,98.03,0.1162,10245.83,2,0.0
ZIM-TEST-304757,Takudzwa Dube,Manufacturing,Midlands,51251.1,1,84.07,0.1308,17150.7,0,0.0
ZIM-TEST-304758,Shingai Mpofu,Tourism,Midlands,155838.4,0,74.84,0.1505,2001.95,1,0.0
ZIM-TEST-304759,Kumbirai Mapfumo,Agriculture,Midlands,181134.66,2,75.15,0.1442,21163.46,0,0.0
ZIM-TEST-304760,Ruvimbo Zhou,Manufacturing,Masvingo,42073.85,3,97.63,0.1482,4356.15,0,0.0
ZIM-TEST-304761,Shingai Gumbo,Tourism,Masvingo,32491.27,1,98.67,0.1115,21220.48,0,0.0
ZIM-TEST-304762,Tinashe Ndlovu,Mining,Mash West,75390.0,8,74.37,0.1207,7384.64,0,91.0
ZIM-TEST-304763,Munyaradzi Gara,Mining,Bulawayo,109025.56,1,76.86,0.146,2364.47,0,0.0
ZIM-TEST-304764,Tendai Mutasa,Agriculture,Manicaland,176512.51,1,79.88,0.106,29844.86,0,0.0
ZIM-TEST-304765,Kumbirai Marange,Services,Harare,35009.28,0,88.04,0.1368,2443.44,0,0.0
ZIM-TEST-304766,Nyasha Mutasa,Manufacturing,Mash West,126527.69,3,90.23,0.1463,1134.63,1,0.0
ZIM-TEST-304767,Thandiwe Mutasa,Services,Bulawayo,109338.54,3,77.94,0.1062,20167.82,3,0.0
ZIM-TEST-304768,Tendai Ndlovu,Retail,Harare,16473.8,1,80.62,0.1265,511.22,2,0.0
ZIM-TEST-304769,Chipo Mapfumo,Mining,Manicaland,49324.84,0,100.0,0.1284,46590.36,0,0.0
ZIM-TEST-304770,Tinashe Marange,Manufacturing,Harare,156143.17,0,75.71,0.1554,6514.35,0,0.0
ZIM-TEST-304771,Tendai Gara,Agriculture,Midlands,187074.06,3,78.51,0.1163,6796.97,0,0.0
ZIM-TEST-304772,Tendai Ndlovu,Mining,Manicaland,237314.16,3,88.17,0.1478,21978.63,0,0.0
ZIM-TEST-304773,Sekai Sibanda,Mining,Mash West,41074.09,2,83.68,0.1548,8077.03,0,0.0
ZIM-TEST-304774,Shingai Chirau,Manufacturing,Bulawayo,58640.72,1,75.46,0.1414,4224.86,0,0.0
ZIM-TEST-304775,Farai Ncube,Services,Harare,52280.84,2,94.08,0.1127,2680.5,0,0.0
ZIM-TEST-304776,Nomsa Marange,Mining,Mash West,92226.69,2,87.78,0.1076,4821.38,0,0.0
ZIM-TEST-304777,Munyaradzi Moyo,Retail,Bulawayo,14925.76,0,94.59,0.1376,3869.37,2,0.0
ZIM-TEST-304778,Nomsa Zhou,Retail,Masvingo,52154.05,1,85.79,0.1546,22813.65,1,0.0
ZIM-TEST-304779,Nyasha Moyo,Tourism,Harare,247098.88,3,80.35,0.1369,1424.06,0,1.0
ZIM-TEST-304780,Thandiwe Mpofu,Retail,Bulawayo,59524.37,1,78.47,0.1278,13909.46,0,0.0
ZIM-TEST-304781,Ruvimbo Mpofu,Agriculture,Midlands,34544.8,0,79.92,0.1095,7399.87,0,0.0
ZIM-TEST-304782,Kumbirai Sibanda,Agriculture,Midlands,204503.23,1,91.06,0.1089,30779.3,0,0.0
ZIM-TEST-304783,Chipo Gara,Tourism,Harare,77079.34,1,97.47,0.1012,21840.83,0,0.0
ZIM-TEST-304784,Takudzwa Mapfumo,Agriculture,Harare,10319.18,0,97.37,0.1511,7197.57,0,0.0
ZIM-TEST-304785,Thandiwe Zhou,Services,Harare,169165.2,1,88.5,0.1065,7984.33,0,0.0
ZIM-TEST-304786,Sekai Gumbo,Mining,Harare,69813.12,1,72.38,0.1266,3841.47,3,0.0
ZIM-TEST-304787,Takudzwa Mpofu,Services,Midlands,21493.96,1,82.95,0.1153,13461.83,0,0.0
ZIM-TEST-304788,Kumbirai Mapfumo,Manufacturing,Masvingo,49244.65,3,96.72,0.11,9881.63,0,0.0
ZIM-TEST-304789,Nomsa Mutasa,Mining,Bulawayo,30446.26,1,84.3,0.1532,6267.75,0,0.0
ZIM-TEST-304790,Munyaradzi Mutasa,Retail,Manicaland,58784.82,2,73.8,0.14,5263.96,0,0.0
ZIM-TEST-304791,Takudzwa Sibanda,Retail,Bulawayo,152212.74,4,73.97,0.1552,4258.37,0,84.0
ZIM-TEST-304792,Blessing Musoni,Tourism,Bulawayo,101587.06,3,92.92,0.1069,12293.66,0,0.0
ZIM-TEST-304793,Munyaradzi Sibanda,Mining,Bulawayo,154930.7,1,71.17,0.1111,8030.97,1,3.0
ZIM-TEST-304794,Ruvimbo Musoni,Manufacturing,Midlands,134018.37,1,92.18,0.1392,940.28,0,0.0
ZIM-TEST-304795,Takudzwa Gumbo,Retail,Masvingo,93567.69,2,83.62,0.107,46541.59,3,0.0
ZIM-TEST-304796,Farai Sibanda,Manufacturing,Mash West,45133.76,0,70.43,0.1506,37833.49,0,1.0
ZIM-TEST-304797,Chipo Dube,Services,Midlands,19538.34,1,79.69,0.1131,5650.6,1,0.0
ZIM-TEST-304798,Shingai Zhou,Manufacturing,Bulawayo,42145.7,1,94.11,0.151,2457.23,1,0.0
ZIM-TEST-304799,Ruvimbo Sibanda,Services,Bulawayo,221605.26,2,72.56,0.1179,1549.56,0,0.0
ZIM-TEST-304800,Ruvimbo Chirau,Tourism,Masvingo,233322.65,0,80.5,0.1386,3144.47,0,0.0
ZIM-TEST-304801,Thandiwe Moyo,Retail,Masvingo,56949.63,3,97.36,0.1362,22299.04,0,1.0
ZIM-TEST-304802,Shingai Dube,Tourism,Masvingo,4842.78,0,79.06,0.1081,3752.78,0,2.0
ZIM-TEST-304803,Tinashe Gara,Agriculture,Bulawayo,423016.95,1,81.61,0.1289,9106.55,0,0.0
ZIM-TEST-304804,Takudzwa Gumbo,Tourism,Manicaland,170857.06,1,96.1,0.1251,22.45,3,0.0
ZIM-TEST-304805,Nyasha Mapfumo,Retail,Mash West,334466.69,2,83.72,0.1056,3316.54,0,0.0
ZIM-TEST-304806,Munyaradzi Ncube,Manufacturing,Harare,52509.88,3,91.94,0.1314,8345.26,0,0.0
ZIM-TEST-304807,Nyasha Ncube,Mining,Manicaland,77032.59,1,94.6,0.1282,10394.66,0,0.0
ZIM-TEST-304808,Nyasha Gara,Manufacturing,Manicaland,202211.64,1,96.09,0.1192,1633.39,0,0.0
ZIM-TEST-304809,Tendai Dube,Manufacturing,Mash West,81009.42,1,98.02,0.1419,6480.68,0,0.0
ZIM-TEST-304810,Blessing Marange,Manufacturing,Midlands,18827.37,5,95.92,0.1501,15432.48,0,7.0
ZIM-TEST-304811,Blessing Sibanda,Services,Masvingo,75502.16,2,70.41,0.1098,21996.14,2,0.0
ZIM-TEST-304812,Ruvimbo Mapfumo,Services,Manicaland,269365.79,2,95.37,0.1137,20970.12,1,0.0
ZIM-TEST-304813,Nyasha Mapfumo,Mining,Harare,142510.33,3,79.37,0.1075,14294.47,0,0.0
ZIM-TEST-304814,Nomsa Moyo,Manufacturing,Harare,12558.38,0,95.88,0.1144,16638.16,0,0.0
ZIM-TEST-304815,Nomsa Musoni,Manufacturing,Bulawayo,13170.03,2,86.5,0.1499,19990.06,0,0.0
ZIM-TEST-304816,Ruvimbo Moyo,Tourism,Midlands,43781.6,2,83.18,0.1191,29.95,0,0.0
ZIM-TEST-304817,Ruvimbo Marange,Mining,Masvingo,53988.59,5,85.41,0.104,5589.04,0,3.0
ZIM-TEST-304818,Shingai Chirau,Services,Bulawayo,32275.53,3,95.36,0.1187,139.14,0,0.0
ZIM-TEST-304819,Kumbirai Chirau,Agriculture,Midlands,28324.7,2,73.08,0.1565,7863.39,3,0.0
ZIM-TEST-304820,Takudzwa Chirau,Agriculture,Manicaland,100056.43,3,75.05,0.1142,2522.51,0,0.0
ZIM-TEST-304821,Takudzwa Chirau,Services,Midlands,328122.55,1,84.05,0.1332,6986.5,0,0.0
ZIM-TEST-304822,Ruvimbo Ndlovu,Services,Manicaland,245166.36,1,77.47,0.115,37243.98,0,1.0
ZIM-TEST-304823,Sekai Dube,Tourism,Manicaland,90173.97,4,93.8,0.1145,12487.12,0,0.0
ZIM-TEST-304824,Tinashe Chirau,Manufacturing,Manicaland,104425.65,0,74.96,0.1141,4523.73,0,0.0
ZIM-TEST-304825,Tinashe Musoni,Retail,Mash West,33508.57,2,84.67,0.1196,5188.63,1,0.0
ZIM-TEST-304826,Blessing Marange,Manufacturing,Manicaland,10940.8,0,70.56,0.1248,3990.96,0,3.0
ZIM-TEST-304827,Thandiwe Moyo,Agriculture,Harare,154197.96,0,83.71,0.1583,8344.74,0,0.0
ZIM-TEST-304828,Tatenda Mutasa,Retail,Mash West,105057.66,0,78.35,0.1451,1308.77,0,0.0
ZIM-TEST-304829,Blessing Sibanda,Manufacturing,Bulawayo,58793.63,1,80.36,0.113,9397.88,1,0.0
ZIM-TEST-304830,Nyasha Dube,Manufacturing,Harare,57545.4,3,78.02,0.1152,3458.91,0,0.0
ZIM-TEST-304831,Ruvimbo Sibanda,Services,Harare,28878.87,4,97.88,0.1402,12042.83,0,0.0
ZIM-TEST-304832,Thandiwe Moyo,Retail,Manicaland,50265.62,3,74.04,0.157,337.48,0,2.0
ZIM-TEST-304833,Ruvimbo Dube,Manufacturing,Bulawayo,85117.05,1,84.36,0.1321,4381.85,1,0.0
ZIM-TEST-304834,Blessing Zhou,Services,Masvingo,30882.88,2,82.31,0.1162,39244.77,2,0.0
ZIM-TEST-304835,Nomsa Sibanda,Agriculture,Mash West,73014.51,1,79.39,0.1311,2342.51,1,0.0
ZIM-TEST-304836,Munyaradzi Chigumba,Retail,Mash West,61514.18,4,97.52,0.1477,5867.89,0,3.0
ZIM-TEST-304837,Farai Chigumba,Agriculture,Masvingo,146377.98,1,89.46,0.1478,175.86,0,1.0
ZIM-TEST-304838,Sekai Moyo,Agriculture,Manicaland,143197.83,1,76.16,0.1359,17965.44,0,0.0
ZIM-TEST-304839,Shingai Zhou,Tourism,Masvingo,48954.99,0,96.48,0.1526,736.83,0,0.0
ZIM-TEST-304840,Tendai Chigumba,Agriculture,Midlands,66893.45,1,86.53,0.1196,5097.25,0,0.0
ZIM-TEST-304841,Ruvimbo Sibanda,Tourism,Bulawayo,85829.84,0,83.62,0.1572,15144.34,1,0.0
ZIM-TEST-304842,Sekai Dube,Agriculture,Masvingo,155916.68,2,91.79,0.1338,466.41,0,0.0
ZIM-TEST-304843,Tendai Gara,Retail,Midlands,155589.87,2,74.17,0.1413,1470.71,0,1.0
ZIM-TEST-304844,Farai Marange,Services,Masvingo,112183.31,1,88.03,0.123,13946.74,1,0.0
ZIM-TEST-304845,Sekai Sibanda,Agriculture,Mash West,184943.93,1,96.98,0.128,7053.82,1,0.0
ZIM-TEST-304846,Nyasha Gumbo,Tourism,Masvingo,99331.74,2,82.3,0.1399,1815.63,3,0.0
ZIM-TEST-304847,Shingai Chigumba,Mining,Mash West,145100.35,3,98.44,0.1508,45469.85,0,0.0
ZIM-TEST-304848,Thandiwe Gumbo,Tourism,Midlands,26436.36,0,81.08,0.139,3150.9,0,0.0
ZIM-TEST-304849,Chipo Ncube,Retail,Mash West,122383.1,2,73.15,0.1021,4074.51,2,0.0
ZIM-TEST-304850,Tatenda Mapfumo,Agriculture,Harare,51521.7,0,88.15,0.1041,29536.03,3,0.0
ZIM-TEST-304851,Tatenda Gara,Tourism,Masvingo,101308.49,2,72.51,0.1442,5121.96,3,0.0
ZIM-TEST-304852,Tendai Sibanda,Tourism,Bulawayo,61764.74,3,91.65,0.129,4620.22,0,0.0
ZIM-TEST-304853,Tinashe Musoni,Services,Harare,33613.57,0,86.53,0.1295,1941.36,0,0.0
ZIM-TEST-304854,Tinashe Mutasa,Services,Midlands,28839.84,2,99.91,0.1391,18348.78,1,0.0
ZIM-TEST-304855,Farai Mpofu,Manufacturing,Midlands,83837.56,2,97.2,0.1406,5991.27,0,0.0
ZIM-TEST-304856,Sekai Mpofu,Mining,Manicaland,16781.87,1,84.25,0.1544,6292.67,0,0.0
ZIM-TEST-304857,Nomsa Mpofu,Retail,Manicaland,34115.07,2,99.98,0.1102,1886.75,1,0.0
ZIM-TEST-304858,Tinashe Gara,Manufacturing,Mash West,55630.53,1,83.52,0.159,7434.57,1,0.0
ZIM-TEST-304859,Ruvimbo Moyo,Agriculture,Manicaland,90401.9,1,93.97,0.1584,2915.93,0,0.0
ZIM-TEST-304860,Shingai Moyo,Agriculture,Midlands,81835.25,1,78.47,0.1096,10746.37,2,0.0
ZIM-TEST-304861,Blessing Gara,Agriculture,Masvingo,169951.76,2,81.25,0.1361,3880.29,0,0.0
ZIM-TEST-304862,Nyasha Sibanda,Manufacturing,Bulawayo,83330.06,1,83.4,0.1198,17103.09,2,0.0
ZIM-TEST-304863,Chipo Zhou,Tourism,Bulawayo,36816.74,1,99.45,0.1153,9619.39,3,0.0
ZIM-TEST-304864,Blessing Musoni,Tourism,Mash West,30467.75,3,79.58,0.1498,19063.89,0,1.0
ZIM-TEST-304865,Thandiwe Ncube,Tourism,Mash West,301877.66,1,97.17,0.1529,8511.61,2,1.0
ZIM-TEST-304866,Tendai Moyo,Tourism,Bulawayo,6696.83,0,84.55,0.1588,2299.9,0,0.0
ZIM-TEST-304867,Kumbirai Mutasa,Manufacturing,Harare,74329.14,2,96.85,0.1458,334.31,0,1.0
ZIM-TEST-304868,Farai Mpofu,Tourism,Harare,13712.86,1,95.02,0.1013,19073.28,0,0.0
ZIM-TEST-304869,Takudzwa Ndlovu,Tourism,Masvingo,88737.66,3,84.93,0.1549,17795.39,0,0.0
ZIM-TEST-304870,Tinashe Moyo,Mining,Mash West,52113.99,0,73.61,0.1411,688.37,1,0.0
ZIM-TEST-304871,Nomsa Mutasa,Retail,Bulawayo,70321.42,3,73.09,0.1295,16934.24,3,1.0
ZIM-TEST-304872,Farai Moyo,Retail,Harare,55866.07,3,75.48,0.1322,48273.72,1,8.0
ZIM-TEST-304873,Munyaradzi Ncube,Retail,Mash West,29128.96,3,92.39,0.1246,10221.14,3,0.0
ZIM-TEST-304874,Ruvimbo Gumbo,Mining,Masvingo,10316.63,2,76.31,0.1005,1356.27,1,0.0
ZIM-TEST-304875,Tendai Sibanda,Manufacturing,Masvingo,283470.09,1,88.37,0.1347,16915.66,3,0.0
ZIM-TEST-304876,Sekai Moyo,Agriculture,Manicaland,158714.8,2,92.01,0.1414,4652.44,0,0.0
ZIM-TEST-304877,Tinashe Ncube,Manufacturing,Midlands,157729.44,2,77.03,0.1028,16420.23,0,0.0
ZIM-TEST-304878,Ruvimbo Mapfumo,Tourism,Mash West,169591.65,3,80.92,0.1281,25563.31,0,0.0
ZIM-TEST-304879,Tendai Gumbo,Tourism,Masvingo,55862.82,1,91.87,0.1591,2894.14,0,0.0
ZIM-TEST-304880,Thandiwe Moyo,Agriculture,Masvingo,59252.39,5,78.01,0.1206,26145.63,2,66.0
ZIM-TEST-304881,Kumbirai Sibanda,Services,Bulawayo,9804.05,0,83.55,0.1395,6947.05,3,0.0
ZIM-TEST-304882,Ruvimbo Mpofu,Agriculture,Midlands,14266.78,3,95.75,0.1109,3856.25,0,0.0
ZIM-TEST-304883,Tinashe Gara,Manufacturing,Harare,33721.75,2,80.46,0.1284,13620.45,0,0.0
ZIM-TEST-304884,Nyasha Marange,Manufacturing,Masvingo,109025.0,2,83.98,0.1181,30357.74,0,0.0
ZIM-TEST-304885,Chipo Mapfumo,Manufacturing,Mash West,184226.6,3,88.86,0.1402,3329.95,3,0.0
ZIM-TEST-304886,Shingai Gumbo,Agriculture,Midlands,102668.89,3,94.5,0.1208,8433.21,0,0.0
ZIM-TEST-304887,Tinashe Marange,Mining,Harare,29979.28,2,85.29,0.139,9038.69,3,1.0
ZIM-TEST-304888,Shingai Moyo,Tourism,Bulawayo,41739.09,2,97.78,0.1504,2068.87,2,0.0
ZIM-TEST-304889,Munyaradzi Mutasa,Agriculture,Midlands,93007.01,3,94.14,0.1301,3979.84,0,0.0
ZIM-TEST-304890,Nomsa Ndlovu,Manufacturing,Masvingo,125766.3,0,99.16,0.1188,27668.89,2,0.0
ZIM-TEST-304891,Tinashe Dube,Agriculture,Bulawayo,11892.08,3,74.59,0.1195,9582.75,0,0.0
ZIM-TEST-304892,Takudzwa Musoni,Tourism,Harare,76394.11,1,93.03,0.1475,4310.88,0,0.0
ZIM-TEST-304893,Tatenda Ncube,Tourism,Mash West,54556.58,0,84.28,0.1477,4252.87,0,0.0
ZIM-TEST-304894,Blessing Marange,Mining,Bulawayo,139569.88,0,85.32,0.1313,14024.87,0,0.0
